Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink	Enrich_ratio	Cluster	Cluster_size	Cluster_P-Value_median
B-WICH complex positively regulates rRNA expression	Reactome	R-HSA-5250924	4	89	0.0138031264414	0.0785405966519	TAF1B|TAF1A|H2A|H2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5250924	0.0449438202247191	18	55	0.0143070502187
Base Excision Repair	Reactome	R-HSA-73884	4	89	0.0138031264414	0.0785405966519	H2A|H2B|NEIL1|MBD4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73884	0.0449438202247191	18	55	0.0143070502187
@@Base excision repair	KEGG PATHWAY	hsa03410	2	33	0.0468515460139	0.1720247331	MBD4|NEIL1	http://www.genome.jp/kegg-bin/show_pathway?hsa03410/hsa:79661%09red/hsa:8930%09red	0.0606060606060606	18	55	0.0143070502187
Notch signaling pathway	KEGG PATHWAY	hsa04330	3	48	0.0140807145942	0.0789696671864	JAG2|DLL1|DTX3L	http://www.genome.jp/kegg-bin/show_pathway?hsa04330/hsa:151636%09red/hsa:28514%09red/hsa:3714%09red	0.0625	18	55	0.0143070502187
Signaling by NOTCH3	Reactome	R-HSA-9012852	3	48	0.0140807145942	0.0789696671864	JAG2|DLL1|MIB2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9012852	0.0625	18	55	0.0143070502187
Measles	KEGG PATHWAY	hsa05162	5	138	0.0141220165369	0.0789696671864	CYC|TRAF3|TLR4|TBK1|DSRAD	http://www.genome.jp/kegg-bin/show_pathway?hsa05162/hsa:29110%09red/hsa:54205%09red/hsa:103%09red/hsa:7187%09red/hsa:7099%09red	0.036231884057971	13	33	0.0106824265389
RNA Polymerase I Promoter Escape	Reactome	R-HSA-73772	4	90	0.0143070502187	0.0795471992157	TAF1B|TAF1A|H2A|H2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73772	0.0444444444444444	18	55	0.0143070502187
rRNA processing in the nucleus and cytosol	Reactome	R-HSA-8868773	6	193	0.014669862255	0.0811009998532	DDX49|RRP5|DDX52|ERI1|BOP1|SAS10	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8868773	0.0310880829015544	11	4	0.008375774126785
Formation of the beta-catenin:TCF transactivating complex	Reactome	R-HSA-201722	4	91	0.0148224791792	0.0811473988518	TIP|H2A|TRRAP|H2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-201722	0.043956043956044	18	55	0.0143070502187
Degradation of the extracellular matrix	Reactome	R-HSA-1474228	5	140	0.0149151248179	0.0811473988518	LAMA3|LAMC1|PLC|MMP19|CTSL2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1474228	0.0357142857142857	5	40	0.001675104517425
TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway	Reactome	R-HSA-5676594	2	17	0.0149284526151	0.0811473988518	TRAF3|BIRC3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5676594	0.117647058823529	13	33	0.0106824265389
Transport of small molecules	Reactome	R-HSA-382551	14	720	0.0155104646138	0.0838426781623	APOD|AKAP1|PSME4|ABL|NCEH1|AQP8|NPC2|LDLR|ABCA3|FUCT1|TRPV5|TRPV6|PKR2|TRPM3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-382551	0.0194444444444444	NA	NA	0.0155104646138
N-Glycan biosynthesis	KEGG PATHWAY	hsa00510	3	50	0.0156125840744	0.083928421571	DOLK|ALG2|DPM1	http://www.genome.jp/kegg-bin/show_pathway?hsa00510/hsa:85365%09red/hsa:22845%09red/hsa:8813%09red	0.06	5	40	0.001675104517425
Parkinson disease	KEGG PATHWAY	hsa05012	5	142	0.0157375117354	0.0841351588929	CYC|COX3|ATPO|COX5A|DRD1	http://www.genome.jp/kegg-bin/show_pathway?hsa05012/hsa:1812%09red/hsa:54205%09red/hsa:539%09red/hsa:4514%09red/hsa:9377%09red	0.0352112676056338	19	7	0.0157375117354
Amyotrophic lateral sclerosis (ALS)	KEGG PATHWAY	hsa05014	3	51	0.0164122963501	0.0866751882361	CYC|DAXX|ALS	http://www.genome.jp/kegg-bin/show_pathway?hsa05014/hsa:54205%09red/hsa:6647%09red/hsa:1616%09red	0.0588235294117647	14	2	0.01133955390838
RORA activates gene expression	Reactome	R-HSA-1368082	2	18	0.0164798662114	0.0866751882361	NCOA1|ROR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1368082	0.111111111111111	9	8	0.0068367933782
Diseases associated with glycosylation precursor biosynthesis	Reactome	R-HSA-5609975	2	18	0.0164798662114	0.0866751882361	DOLK|DPM1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5609975	0.111111111111111	5	40	0.001675104517425
Signaling by Rho GTPases	Reactome	R-HSA-194315	10	449	0.0168873440907	0.0875226588904	SCAI|OBSCN|SRF|CENPI|BUB1B|FMNL2|FMNL3|HMHA1|H2A|H2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-194315	0.022271714922049	18	55	0.0143070502187
Amoebiasis	KEGG PATHWAY	hsa05146	4	95	0.0170008042449	0.0875226588904	LAMA3|LAMA|LAMC1|TLR4	http://www.genome.jp/kegg-bin/show_pathway?hsa05146/hsa:284217%09red/hsa:7099%09red/hsa:3915%09red/hsa:3909%09red	0.0421052631578947	5	40	0.001675104517425
Toll Like Receptor TLR6:TLR2 Cascade	Reactome	R-HSA-168188	4	95	0.0170008042449	0.0875226588904	TLR1|FAT|TLR4|ECSIT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168188	0.0421052631578947	13	33	0.0106824265389
MyD88:MAL(TIRAP) cascade initiated on plasma membrane	Reactome	R-HSA-166058	4	95	0.0170008042449	0.0875226588904	TLR1|FAT|TLR4|ECSIT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166058	0.0421052631578947	13	33	0.0106824265389
Cilium Assembly	Reactome	R-HSA-5617833	6	200	0.0171034780274	0.0875878111612	IFT80|SSNA1|CEP63|TECT3|BBS12|GBF1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5617833	0.03	9	8	0.0068367933782
RHO GTPase Effectors	Reactome	R-HSA-195258	8	321	0.0173755325653	0.0885151475709	SCAI|SRF|CENPI|BUB1B|FMNL2|FMNL3|H2A|H2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-195258	0.0249221183800623	18	55	0.0143070502187
Aflatoxin activation and detoxification	Reactome	R-HSA-5423646	2	19	0.0180968564155	0.0917095900638	GGT1|DPEP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5423646	0.105263157894737	20	2	0.01980933869095
Toll Like Receptor 2 (TLR2) Cascade	Reactome	R-HSA-181438	4	98	0.0187590176843	0.0931136918737	TLR1|FAT|TLR4|ECSIT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-181438	0.0408163265306122	13	33	0.0106824265389
Toll Like Receptor TLR1:TLR2 Cascade	Reactome	R-HSA-168179	4	98	0.0187590176843	0.0931136918737	TLR1|FAT|TLR4|ECSIT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168179	0.0408163265306122	13	33	0.0106824265389
TRIF(TICAM1)-mediated TLR4 signaling 	Reactome	R-HSA-937061	4	98	0.0187590176843	0.0931136918737	TRAF3|BIRC3|TLR4|TBK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-937061	0.0408163265306122	13	33	0.0106824265389
MyD88-independent TLR4 cascade 	Reactome	R-HSA-166166	4	98	0.0187590176843	0.0931136918737	TRAF3|BIRC3|TLR4|TBK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166166	0.0408163265306122	13	33	0.0106824265389
Estrogen-dependent gene expression	Reactome	R-HSA-9018519	5	149	0.0188524124349	0.0931136918737	H2B|TIP|NCOA1|H2A|AGO2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9018519	0.0335570469798658	18	55	0.0143070502187
Innate Immune System	Reactome	R-HSA-168249	18	1043	0.0196701028723	0.0966616671453	MGA|TRAF3|CASP2|ARSB|TBK1|PSME4|BIRC3|FAT|PRKDC|NPC2|TLR1|ECSIT|TLR4|CTSL2|HMHA1|FGL2|CHIT1|NEP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168249	0.0172579098753595	13	33	0.0106824265389
TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain	Reactome	R-HSA-6804115	2	20	0.0197779813124	0.0967033960652	CNOT7|CAF1B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6804115	0.1	16	5	0.0120282345773
Respiratory electron transport	Reactome	R-HSA-611105	4	100	0.0199914292942	0.0970739902918	CYC|COX3|ECSIT|COX5A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-611105	0.04	19	7	0.0157375117354
Human papillomavirus infection	KEGG PATHWAY	hsa05165	8	330	0.020053311458	0.0970739902918	NFX1|TRAF3|TBK1|COMP|LAMA3|LAMA|BAP1|LAMC1	http://www.genome.jp/kegg-bin/show_pathway?hsa05165/hsa:29110%09red/hsa:4799%09red/hsa:1311%09red/hsa:3915%09red/hsa:284217%09red/hsa:7187%09red/hsa:9223%09red/hsa:3909%09red	0.0242424242424242	5	40	0.001675104517425
ER to Golgi Anterograde Transport	Reactome	R-HSA-199977	5	154	0.0213094049437	0.101446737116	COG3|TFG|DCTN1|GBF1|LMAN2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-199977	0.0324675324675325	5	40	0.001675104517425
Synthesis of Leukotrienes (LT) and Eoxins (EX)	Reactome	R-HSA-2142691	2	21	0.0215218209664	0.101446737116	GGT1|DPEP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2142691	0.0952380952380952	20	2	0.01980933869095
Signaling by NOTCH1 in Cancer	Reactome	R-HSA-2644603	3	57	0.0216864556219	0.101446737116	JAG2|DLL1|MIB2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2644603	0.0526315789473684	18	55	0.0143070502187
Constitutive Signaling by NOTCH1 PEST Domain Mutants	Reactome	R-HSA-2644606	3	57	0.0216864556219	0.101446737116	JAG2|DLL1|MIB2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2644606	0.0526315789473684	18	55	0.0143070502187
Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	Reactome	R-HSA-2894858	3	57	0.0216864556219	0.101446737116	JAG2|DLL1|MIB2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2894858	0.0526315789473684	18	55	0.0143070502187
Signaling by NOTCH1 PEST Domain Mutants in Cancer	Reactome	R-HSA-2644602	3	57	0.0216864556219	0.101446737116	JAG2|DLL1|MIB2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2644602	0.0526315789473684	18	55	0.0143070502187
Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	Reactome	R-HSA-2894862	3	57	0.0216864556219	0.101446737116	JAG2|DLL1|MIB2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2894862	0.0526315789473684	18	55	0.0143070502187
Diseases of metabolism	Reactome	R-HSA-5668914	4	103	0.0219316388932	0.102102797335	ARSB|TPMT|ABCA3|GGT1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5668914	0.0388349514563107	NA	NA	0.0155104646138
Toll-like receptor signaling pathway	KEGG PATHWAY	hsa04620	4	104	0.0226030163955	0.104044184957	TRAF3|TLR1|TLR4|TBK1	http://www.genome.jp/kegg-bin/show_pathway?hsa04620/hsa:29110%09red/hsa:7099%09red/hsa:7187%09red/hsa:7096%09red	0.0384615384615385	13	33	0.0106824265389
Positive epigenetic regulation of rRNA expression	Reactome	R-HSA-5250913	4	104	0.0226030163955	0.104044184957	TAF1B|TAF1A|H2A|H2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5250913	0.0384615384615385	18	55	0.0143070502187
Neuroactive ligand-receptor interaction	KEGG PATHWAY	hsa04080	8	338	0.0226694421489	0.104044184957	NOP9|CSH1|EAA2|CCKAR|H4|DRD1|ADRB1|GPR54	http://www.genome.jp/kegg-bin/show_pathway?hsa04080/hsa:1812%09red/hsa:59340%09red/hsa:153%09red/hsa:56413%09red/hsa:84634%09red/hsa:1442%09red/hsa:2901%09red/hsa:886%09red	0.0236686390532544	21	3	0.0226694421489
Ribosome biogenesis in eukaryotes	KEGG PATHWAY	hsa03008	4	105	0.0232867976975	0.105079392343	NVL|NMD3|XRN1|NGB	http://www.genome.jp/kegg-bin/show_pathway?hsa03008/hsa:54464%09red/hsa:23560%09red/hsa:51068%09red/hsa:4931%09red	0.0380952380952381	NA	NA	0.0155104646138
NoRC negatively regulates rRNA expression	Reactome	R-HSA-427413	4	105	0.0232867976975	0.105079392343	TAF1B|TAF1A|H2A|H2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-427413	0.0380952380952381	18	55	0.0143070502187
Cargo recognition for clathrin-mediated endocytosis	Reactome	R-HSA-8856825	4	105	0.0232867976975	0.105079392343	SYT12|SYT9|LDLR|REPS1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8856825	0.0380952380952381	NA	NA	0.0155104646138
HS-GAG degradation	Reactome	R-HSA-2024096	2	22	0.0233269771286	0.105079392343	AGRIN|PLC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2024096	0.0909090909090909	5	40	0.001675104517425
Cytokine Signaling in Immune system	Reactome	R-HSA-1280215	15	836	0.0235092101738	0.105412264973	TRAF3|DSRAD|TBK1|CSH1|PSME4|BIRC3|FAT|ALS|MET|GSTO1|GILT|TRIM3|TRIM2|TIE2|ROR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1280215	0.0179425837320574	13	33	0.0106824265389
Lysine degradation	KEGG PATHWAY	hsa00310	3	59	0.0236263796453	0.105451685297	NSD1|KMT2A|SETD2	http://www.genome.jp/kegg-bin/show_pathway?hsa00310/hsa:4297%09red/hsa:64324%09red/hsa:29072%09red	0.0508474576271186	24	2	0.0297707928016
Human T-cell leukemia virus 1 infection	KEGG PATHWAY	hsa05166	6	219	0.0250745295805	0.111382280292	SPI1|SRF|BUB1B|TIP|TRRAP|CRTC1	http://www.genome.jp/kegg-bin/show_pathway?hsa05166/hsa:8295%09red/hsa:701%09red/hsa:10524%09red/hsa:23373%09red/hsa:6688%09red/hsa:6722%09red	0.0273972602739726	NA	NA	0.0155104646138
Phase II - Conjugation of compounds	Reactome	R-HSA-156580	4	108	0.0254130177027	0.111382280292	ST1E1|TPMT|GGT1|GSTO1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-156580	0.037037037037037	22	4	0.0254826268605
Negative epigenetic regulation of rRNA expression	Reactome	R-HSA-5250941	4	108	0.0254130177027	0.111382280292	TAF1B|TAF1A|H2A|H2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5250941	0.037037037037037	18	55	0.0143070502187
Biological oxidations	Reactome	R-HSA-211859	6	220	0.0255522360183	0.111448768144	ST1E1|NCOA1|GSTO1|TPMT|GGT1|DPEP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-211859	0.0272727272727273	22	4	0.0254826268605
Transcriptional Regulation by MECP2	Reactome	R-HSA-8986944	3	61	0.0256572703642	0.111448768144	DLL1|MET|AGO2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8986944	0.0491803278688525	NA	NA	0.0155104646138
ESR-mediated signaling	Reactome	R-HSA-8939211	6	221	0.0260359655564	0.112467223852	NCOA1|SRF|TIP|AGO2|H2A|H2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8939211	0.0271493212669683	18	55	0.0143070502187
RNA Polymerase I Promoter Clearance	Reactome	R-HSA-73854	4	109	0.0261468559472	0.112467223852	TAF1B|TAF1A|H2A|H2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73854	0.036697247706422	18	55	0.0143070502187
Hepatitis B	KEGG PATHWAY	hsa05161	5	163	0.0262384992955	0.112467223852	CYC|TRAF3|PLC|TLR4|TBK1	http://www.genome.jp/kegg-bin/show_pathway?hsa05161/hsa:29110%09red/hsa:54205%09red/hsa:3339%09red/hsa:7187%09red/hsa:7099%09red	0.0306748466257669	13	33	0.0106824265389
RNA Polymerase I Transcription	Reactome	R-HSA-73864	4	110	0.0268933073451	0.114214837099	TAF1B|TAF1A|H2A|H2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73864	0.0363636363636364	18	55	0.0143070502187
Deadenylation of mRNA	Reactome	R-HSA-429947	2	24	0.0271157526925	0.114214837099	CNOT7|CAF1B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-429947	0.0833333333333333	16	5	0.0120282345773
MicroRNA (miRNA) biogenesis	Reactome	R-HSA-203927	2	24	0.0271157526925	0.114214837099	XPO5|AGO2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-203927	0.0833333333333333	18	55	0.0143070502187
IKK complex recruitment mediated by RIP1	Reactome	R-HSA-937041	2	24	0.0271157526925	0.114214837099	BIRC3|TLR4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-937041	0.0833333333333333	13	33	0.0106824265389
Intracellular signaling by second messengers	Reactome	R-HSA-9006925	7	288	0.0282905401443	0.118649549829	PSME4|MET|NR2E1|SNAI2|AGO2|BCAP|PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9006925	0.0243055555555556	26	2	0.0345483784286
Influenza A	KEGG PATHWAY	hsa05164	5	167	0.0286441573807	0.119617017731	CYC|TRAF3|TLR4|TBK1|DSRAD	http://www.genome.jp/kegg-bin/show_pathway?hsa05164/hsa:29110%09red/hsa:54205%09red/hsa:103%09red/hsa:7187%09red/hsa:7099%09red	0.029940119760479	13	33	0.0106824265389
Cellular responses to stress	Reactome	R-HSA-2262752	9	422	0.0287820644148	0.119679267844	PSME4|TIP|AQP8|CYC|HLF|DCTN1|H2A|ALS|H2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2262752	0.0213270142180095	25	2	0.0333460187073
TP53 Regulates Transcription of DNA Repair Genes	Reactome	R-HSA-6796648	3	65	0.0299912043129	0.12417634807	CCNT2|COCA1|MDC1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6796648	0.0461538461538462	NA	NA	0.0155104646138
Alzheimer disease	KEGG PATHWAY	hsa05010	5	171	0.0311850740926	0.128133228155	CYC|COX3|ATPO|COX5A|NEP	http://www.genome.jp/kegg-bin/show_pathway?hsa05010/hsa:539%09red/hsa:54205%09red/hsa:9377%09red/hsa:4311%09red/hsa:4514%09red	0.0292397660818713	19	7	0.0157375117354
Signaling by NOTCH	Reactome	R-HSA-157118	6	231	0.0312102518734	0.128133228155	MIB2|DLL1|JAG2|AGO2|H2A|H2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-157118	0.025974025974026	18	55	0.0143070502187
L1CAM interactions	Reactome	R-HSA-373760	4	117	0.0324742923069	0.13233949797	LAMA|NCAN|LAMC1|L1CAM	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-373760	0.0341880341880342	NA	NA	0.0155104646138
The citric acid (TCA) cycle and respiratory electron transport	Reactome	R-HSA-1428517	5	173	0.0325068242702	0.13233949797	CYC|COX3|ATPO|ECSIT|COX5A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1428517	0.0289017341040462	19	7	0.0157375117354
Glycolysis / Gluconeogenesis	KEGG PATHWAY	hsa00010	3	68	0.0334784727821	0.135727308404	GALM|FBP1|G6PC2	http://www.genome.jp/kegg-bin/show_pathway?hsa00010/hsa:130589%09red/hsa:57818%09red/hsa:2203%09red	0.0441176470588235	6	7	0.0045764905036
Circadian Clock	Reactome	R-HSA-400253	3	69	0.0346856976869	0.140038107259	CRTC1|NCOA1|ROR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-400253	0.0434782608695652	9	8	0.0068367933782
PKMTs methylate histone lysines	Reactome	R-HSA-3214841	3	70	0.0359152059579	0.143997611823	NSD1|KMT2A|SETD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3214841	0.0428571428571429	24	2	0.0297707928016
NOD-like receptor signaling pathway	KEGG PATHWAY	hsa04621	5	178	0.0359624045971	0.143997611823	NEK7|TRAF3|BIRC3|TLR4|TBK1	http://www.genome.jp/kegg-bin/show_pathway?hsa04621/hsa:29110%09red/hsa:7099%09red/hsa:330%09red/hsa:140609%09red/hsa:7187%09red	0.0280898876404494	13	33	0.0106824265389
SUMOylation of DNA damage response and repair proteins	Reactome	R-HSA-3108214	3	71	0.0371669186877	0.147605762788	WRN|HERC2|MDC1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3108214	0.0422535211267606	4	32	0.0005077985770585
Signaling by NOTCH1	Reactome	R-HSA-1980143	3	71	0.0371669186877	0.147605762788	JAG2|DLL1|MIB2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1980143	0.0422535211267606	18	55	0.0143070502187
Diseases of signal transduction	Reactome	R-HSA-5663202	8	374	0.0374356453333	0.147986218573	LRP6|MET|PSME4|MIB2|DLL1|ESRP1|JAG2|BCAP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5663202	0.0213903743315508	18	55	0.0143070502187
Surfactant metabolism	Reactome	R-HSA-5683826	2	29	0.0375669023511	0.147986218573	DMBT1|ABCA3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5683826	0.0689655172413793	NA	NA	0.0155104646138
Lysosome	KEGG PATHWAY	hsa04142	4	123	0.0377578541713	0.148138167586	NPC2|AP4B1|ARSB|CTSL2	http://www.genome.jp/kegg-bin/show_pathway?hsa04142/hsa:411%09red/hsa:10717%09red/hsa:1515%09red/hsa:10577%09red	0.032520325203252	NA	NA	0.0155104646138
Cellular responses to external stimuli	Reactome	R-HSA-8953897	10	516	0.0379099729998	0.148138167586	PSME4|TIP|AQP8|CYC|CSRP1|HLF|DCTN1|H2A|ALS|H2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8953897	0.0193798449612403	25	2	0.0333460187073
Transcription of the HIV genome	Reactome	R-HSA-167172	3	73	0.0397366155093	0.154341689194	TAF5|CCNT2|TAF2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-167172	0.0410958904109589	23	2	0.0258436439495
RNA Polymerase I Transcription Termination	Reactome	R-HSA-73863	2	30	0.0398147625774	0.154341689194	TAF1B|TAF1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73863	0.0666666666666667	18	55	0.0143070502187
PIP3 activates AKT signaling	Reactome	R-HSA-1257604	6	247	0.0408062167129	0.157081056551	PSME4|MET|NR2E1|SNAI2|BCAP|AGO2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1257604	0.0242914979757085	26	2	0.0345483784286
Deposition of new CENPA-containing nucleosomes at the centromere	Reactome	R-HSA-606279	3	74	0.0410544158724	0.157081056551	H2A|CENPI|H2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-606279	0.0405405405405405	18	55	0.0143070502187
Nucleosome assembly	Reactome	R-HSA-774815	3	74	0.0410544158724	0.157081056551	H2A|CENPI|H2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-774815	0.0405405405405405	18	55	0.0143070502187
Transport to the Golgi and subsequent modification	Reactome	R-HSA-948021	5	185	0.0411671833716	0.157081056551	COG3|TFG|DCTN1|GBF1|LMAN2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-948021	0.027027027027027	5	40	0.001675104517425
Transcriptional misregulation in cancer	KEGG PATHWAY	hsa05202	5	186	0.0419459720934	0.159427464245	SPI1|KMT2A|CCNT2|BIRC3|MET	http://www.genome.jp/kegg-bin/show_pathway?hsa05202/hsa:4297%09red/hsa:4233%09red/hsa:330%09red/hsa:905%09red/hsa:6688%09red	0.0268817204301075	NA	NA	0.0155104646138
Regulation of TNFR1 signaling	Reactome	R-HSA-5357905	2	32	0.0444582717151	0.167208917198	CLIP3|BIRC3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5357905	0.0625	NA	NA	0.0155104646138
Nuclear Pore Complex (NPC) Disassembly	Reactome	R-HSA-3301854	2	32	0.0444582717151	0.167208917198	NEK7|NEK9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3301854	0.0625	18	55	0.0143070502187
Purine metabolism	KEGG PATHWAY	hsa00230	4	130	0.0445088484628	0.167208917198	ADK2|PDE2A|ALLC|MESH1	http://www.genome.jp/kegg-bin/show_pathway?hsa00230/hsa:5138%09red/hsa:55821%09red/hsa:374659%09red/hsa:204%09red	0.0307692307692308	NA	NA	0.0155104646138
Protein ubiquitination	Reactome	R-HSA-8852135	3	77	0.0451384206553	0.168921858837	UBA6|PEX13|PRKDC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8852135	0.038961038961039	NA	NA	0.0155104646138
Class A/1 (Rhodopsin-like receptors)	Reactome	R-HSA-373076	7	322	0.0463774404802	0.1720247331	NOP9|QRFPR|CCKAR|H4|DRD1|ADRB1|GPR54	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-373076	0.0217391304347826	21	3	0.0226694421489
Fructose and mannose metabolism	KEGG PATHWAY	hsa00051	2	33	0.0468515460139	0.1720247331	TIGAR|FBP1	http://www.genome.jp/kegg-bin/show_pathway?hsa00051/hsa:57103%09red/hsa:2203%09red	0.0606060606060606	NA	NA	0.0155104646138
Apoptosis - multiple species	KEGG PATHWAY	hsa04215	2	33	0.0468515460139	0.1720247331	CYC|BIRC3	http://www.genome.jp/kegg-bin/show_pathway?hsa04215/hsa:54205%09red/hsa:330%09red	0.0606060606060606	17	7	0.0120282345773
Gluconeogenesis	Reactome	R-HSA-70263	2	33	0.0468515460139	0.1720247331	FBP1|G6PC2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-70263	0.0606060606060606	6	7	0.0045764905036
Gene Silencing by RNA	Reactome	R-HSA-211000	4	133	0.0475956167208	0.173508079707	H2A|H2B|XPO5|AGO2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-211000	0.0300751879699248	18	55	0.0143070502187
G2/M Transition	Reactome	R-HSA-69275	5	193	0.0476460075427	0.173508079707	CEP63|PSME4|GCP6|FBXL7|SSNA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69275	0.0259067357512953	4	32	0.0005077985770585
