##Databases: KEGG PATHWAY, Reactome
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Signaling by Nuclear Receptors	Reactome	R-HSA-9006931	4	264	0.0760099436126	0.245570587056	TIP|HSPB1|SRF|AGO2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9006931
PPAR signaling pathway	KEGG PATHWAY	hsa03320	2	76	0.0783802488401	0.247930828967	CATL1|FABP1	http://www.genome.jp/kegg-bin/show_pathway?hsa03320/hsa:2168%09red/hsa:126129%09red
Metabolism of xenobiotics by cytochrome P450	KEGG PATHWAY	hsa00980	2	76	0.0783802488401	0.247930828967	GSTO1|HPGDS	http://www.genome.jp/kegg-bin/show_pathway?hsa00980/hsa:9446%09red/hsa:27306%09red
Extra-nuclear estrogen signaling	Reactome	R-HSA-9009391	2	76	0.0783802488401	0.247930828967	SRF|HSPB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9009391
ABC transporter disorders	Reactome	R-HSA-5619084	2	76	0.0783802488401	0.247930828967	PSME4|ABCA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5619084
Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	Reactome	R-HSA-5693565	2	76	0.0783802488401	0.247930828967	MDC1|TIP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693565
Hemostasis	Reactome	R-HSA-109582	7	617	0.079475224193	0.249223935332	TIMP3|PDE2A|ALS|L1CAM|TIE2|ITIH4|PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-109582
Non-homologous end-joining	KEGG PATHWAY	hsa03450	1	13	0.0798730096866	0.249223935332	PRKDC	http://www.genome.jp/kegg-bin/show_pathway?hsa03450/hsa:5591%09red
Cytosolic iron-sulfur cluster assembly	Reactome	R-HSA-2564830	1	13	0.0798730096866	0.249223935332	BACH1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2564830
DNA Double Strand Break Response	Reactome	R-HSA-5693606	2	77	0.0801127211747	0.249223935332	MDC1|TIP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693606
Influenza A	KEGG PATHWAY	hsa05164	3	167	0.0807670160797	0.249223935332	CYC|DSRAD|TBK1	http://www.genome.jp/kegg-bin/show_pathway?hsa05164/hsa:29110%09red/hsa:54205%09red/hsa:103%09red
cGMP-PKG signaling pathway	KEGG PATHWAY	hsa04022	3	167	0.0807670160797	0.249223935332	ADRB1|SRF|PDE2A	http://www.genome.jp/kegg-bin/show_pathway?hsa04022/hsa:5138%09red/hsa:153%09red/hsa:6722%09red
Regulation of APC/C activators between G1/S and early anaphase	Reactome	R-HSA-176408	2	79	0.0836131019368	0.252974976104	FBX5|PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-176408
Defects in cobalamin (B12) metabolism	Reactome	R-HSA-3296469	1	14	0.0853288609873	0.252974976104	CUBN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3296469
Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)	Reactome	R-HSA-5358565	1	14	0.0853288609873	0.252974976104	COCA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5358565
CREB1 phosphorylation through the activation of Adenylate Cyclase	Reactome	R-HSA-442720	1	14	0.0853288609873	0.252974976104	PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-442720
Methylation	Reactome	R-HSA-156581	1	14	0.0853288609873	0.252974976104	GSTO1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-156581
Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)	Reactome	R-HSA-5358606	1	14	0.0853288609873	0.252974976104	COCA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5358606
Role of LAT2/NTAL/LAB on calcium mobilization	Reactome	R-HSA-2730905	1	14	0.0853288609873	0.252974976104	LAT2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2730905
Response to metal ions	Reactome	R-HSA-5660526	1	14	0.0853288609873	0.252974976104	CSRP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5660526
TRAF3-dependent IRF activation pathway	Reactome	R-HSA-918233	1	14	0.0853288609873	0.252974976104	TBK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-918233
CS/DS degradation	Reactome	R-HSA-2024101	1	14	0.0853288609873	0.252974976104	NCAN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2024101
Fatty acid metabolism	Reactome	R-HSA-8978868	3	172	0.0863290755907	0.254940551354	GGT1|HPGDS|DPEP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8978868
@@Fatty acid metabolism	KEGG PATHWAY	hsa01212	1	57	0.29182159904	0.414693851268	CATL1	http://www.genome.jp/kegg-bin/show_pathway?hsa01212/hsa:126129%09red
Chemical carcinogenesis	KEGG PATHWAY	hsa05204	2	82	0.0889492888115	0.258901470265	GSTO1|HPGDS	http://www.genome.jp/kegg-bin/show_pathway?hsa05204/hsa:9446%09red/hsa:27306%09red
ER-Phagosome pathway	Reactome	R-HSA-1236974	2	82	0.0889492888115	0.258901470265	PSME4|TLR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1236974
Glycosphingolipid biosynthesis - globo and isoglobo series	KEGG PATHWAY	hsa00603	1	15	0.0907524994975	0.258901470265	FUT2	http://www.genome.jp/kegg-bin/show_pathway?hsa00603/hsa:2524%09red
Mismatch Repair	Reactome	R-HSA-5358508	1	15	0.0907524994975	0.258901470265	COCA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5358508
@@Mismatch repair	KEGG PATHWAY	hsa03430	1	23	0.133004441695	0.290610861044	COCA1	http://www.genome.jp/kegg-bin/show_pathway?hsa03430/hsa:4436%09red
Anchoring fibril formation	Reactome	R-HSA-2214320	1	15	0.0907524994975	0.258901470265	LAMA3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2214320
Regulation of innate immune responses to cytosolic DNA	Reactome	R-HSA-3134975	1	15	0.0907524994975	0.258901470265	TBK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3134975
mRNA decay by 5' to 3' exoribonuclease	Reactome	R-HSA-430039	1	15	0.0907524994975	0.258901470265	XRN1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-430039
cGMP effects	Reactome	R-HSA-418457	1	15	0.0907524994975	0.258901470265	PDE2A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-418457
Synthesis of Prostaglandins (PG) and Thromboxanes (TX)	Reactome	R-HSA-2162123	1	15	0.0907524994975	0.258901470265	HPGDS	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2162123
Integrin cell surface interactions	Reactome	R-HSA-216083	2	84	0.0925615550139	0.263069682671	COMP|AGRIN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-216083
NOD-like receptor signaling pathway	KEGG PATHWAY	hsa04621	3	178	0.0932116052795	0.263924994724	NEK7|XIAP|TBK1	http://www.genome.jp/kegg-bin/show_pathway?hsa04621/hsa:29110%09red/hsa:331%09red/hsa:140609%09red
APC/C-mediated degradation of cell cycle proteins	Reactome	R-HSA-174143	2	85	0.0943835584867	0.265062692714	FBX5|PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-174143
Regulation of mitotic cell cycle	Reactome	R-HSA-453276	2	85	0.0943835584867	0.265062692714	FBX5|PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-453276
Signaling by GPCR	Reactome	R-HSA-372790	11	1170	0.094665247398	0.265062692714	OBSCN|LRP12|FNTA|CCKAR|DRD1|ADRB1|AGRIN|PLB1|PDE2A|BCDO1|PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-372790
Thiamine metabolism	KEGG PATHWAY	hsa00730	1	16	0.0961441145986	0.266444009357	ADK2	http://www.genome.jp/kegg-bin/show_pathway?hsa00730/hsa:204%09red
Cardiac muscle contraction	KEGG PATHWAY	hsa04260	2	86	0.0962158922676	0.266444009357	COX3|COX5A	http://www.genome.jp/kegg-bin/show_pathway?hsa04260/hsa:9377%09red/hsa:4514%09red
Colorectal cancer	KEGG PATHWAY	hsa05210	2	86	0.0962158922676	0.266444009357	CYC|COCA1	http://www.genome.jp/kegg-bin/show_pathway?hsa05210/hsa:54205%09red/hsa:4436%09red
Major pathway of rRNA processing in the nucleolus and cytosol	Reactome	R-HSA-6791226	3	183	0.0991145794658	0.268085062236	BOP1|SAS10|RRP5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6791226
Gap junction	KEGG PATHWAY	hsa04540	2	88	0.0999108119156	0.268085062236	ADRB1|DRD1	http://www.genome.jp/kegg-bin/show_pathway?hsa04540/hsa:1812%09red/hsa:153%09red
Phenylalanine metabolism	KEGG PATHWAY	hsa00360	1	17	0.101503894563	0.268085062236	DDC	http://www.genome.jp/kegg-bin/show_pathway?hsa00360/hsa:1644%09red
SUMOylation of transcription factors	Reactome	R-HSA-3232118	1	17	0.101503894563	0.268085062236	FOXL2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3232118
PKA activation in glucagon signalling	Reactome	R-HSA-164378	1	17	0.101503894563	0.268085062236	PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-164378
Tie2 Signaling	Reactome	R-HSA-210993	1	17	0.101503894563	0.268085062236	TIE2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-210993
Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA	Reactome	R-HSA-450513	1	17	0.101503894563	0.268085062236	XRN1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-450513
Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon	Reactome	R-HSA-936964	1	17	0.101503894563	0.268085062236	TBK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-936964
Regulation of RUNX1 Expression and Activity	Reactome	R-HSA-8934593	1	17	0.101503894563	0.268085062236	AGO2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8934593
Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA	Reactome	R-HSA-450385	1	17	0.101503894563	0.268085062236	XRN1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-450385
Regulation of necroptotic cell death	Reactome	R-HSA-5675482	1	17	0.101503894563	0.268085062236	XIAP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5675482
Collagen formation	Reactome	R-HSA-1474290	2	89	0.101773032886	0.268085062236	LAMA3|CTSL2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1474290
Peptide hormone metabolism	Reactome	R-HSA-2980736	2	89	0.101773032886	0.268085062236	NEP|MYRIP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2980736
B-WICH complex positively regulates rRNA expression	Reactome	R-HSA-5250924	2	89	0.101773032886	0.268085062236	TAF1B|TAF1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5250924
MAPK signaling pathway	KEGG PATHWAY	hsa04010	4	295	0.102979272997	0.269262920558	TIE2|SRF|ECSIT|HSPB1	http://www.genome.jp/kegg-bin/show_pathway?hsa04010/hsa:7010%09red/hsa:51295%09red/hsa:3315%09red/hsa:6722%09red
Protein digestion and absorption	KEGG PATHWAY	hsa04974	2	90	0.103644854342	0.269262920558	NEP|MEP1B	http://www.genome.jp/kegg-bin/show_pathway?hsa04974/hsa:4311%09red/hsa:4225%09red
RNA Polymerase I Promoter Escape	Reactome	R-HSA-73772	2	90	0.103644854342	0.269262920558	TAF1B|TAF1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73772
Interferon gamma signaling	Reactome	R-HSA-877300	2	90	0.103644854342	0.269262920558	TRIM3|TRIM2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-877300
mRNA surveillance pathway	KEGG PATHWAY	hsa03015	2	91	0.10552609829	0.27011709726	EST1C|EST1A	http://www.genome.jp/kegg-bin/show_pathway?hsa03015/hsa:9887%09red/hsa:23293%09red
Morphine addiction	KEGG PATHWAY	hsa05032	2	91	0.10552609829	0.27011709726	PDE2A|DRD1	http://www.genome.jp/kegg-bin/show_pathway?hsa05032/hsa:1812%09red/hsa:5138%09red
PCP/CE pathway	Reactome	R-HSA-4086400	2	91	0.10552609829	0.27011709726	PSME4|RYK	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4086400
Formation of the beta-catenin:TCF transactivating complex	Reactome	R-HSA-201722	2	91	0.10552609829	0.27011709726	TIP|TRRAP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-201722
RORA activates gene expression	Reactome	R-HSA-1368082	1	18	0.106832026562	0.27011709726	ROR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1368082
Metabolism of amine-derived hormones	Reactome	R-HSA-209776	1	18	0.106832026562	0.27011709726	DDC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-209776
Lewis blood group biosynthesis	Reactome	R-HSA-9037629	1	18	0.106832026562	0.27011709726	FUT2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9037629
Metabolism of Angiotensinogen to Angiotensins	Reactome	R-HSA-2022377	1	18	0.106832026562	0.27011709726	NEP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2022377
Mitochondrial biogenesis	Reactome	R-HSA-1592230	2	94	0.111224611432	0.27240509891	CYC|NRF1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1592230
Cellular responses to stress	Reactome	R-HSA-2262752	5	422	0.111311173626	0.27240509891	CYC|HLF|PSME4|TIP|ALS	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2262752
Calcium signaling pathway	KEGG PATHWAY	hsa04020	3	193	0.111355949741	0.27240509891	ADRB1|CCKAR|DRD1	http://www.genome.jp/kegg-bin/show_pathway?hsa04020/hsa:1812%09red/hsa:153%09red/hsa:886%09red
rRNA processing in the nucleus and cytosol	Reactome	R-HSA-8868773	3	193	0.111355949741	0.27240509891	BOP1|SAS10|RRP5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8868773
Regulated Necrosis	Reactome	R-HSA-5218859	1	19	0.11212869667	0.27240509891	XIAP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5218859
LDL clearance	Reactome	R-HSA-8964038	1	19	0.11212869667	0.27240509891	NPC2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8964038
PKA activation	Reactome	R-HSA-163615	1	19	0.11212869667	0.27240509891	PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-163615
Signaling by Hippo	Reactome	R-HSA-2028269	1	19	0.11212869667	0.27240509891	LATS1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2028269
Chondroitin sulfate biosynthesis	Reactome	R-HSA-2022870	1	19	0.11212869667	0.27240509891	NCAN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2022870
Regulation of TLR by endogenous ligand	Reactome	R-HSA-5686938	1	19	0.11212869667	0.27240509891	TLR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5686938
RIPK1-mediated regulated necrosis	Reactome	R-HSA-5213460	1	19	0.11212869667	0.27240509891	XIAP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5213460
Interferon Signaling	Reactome	R-HSA-913531	3	194	0.112610796185	0.27240509891	TRIM3|TRIM2|DSRAD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-913531
Amoebiasis	KEGG PATHWAY	hsa05146	2	95	0.113141800341	0.27240509891	LAMA3|HSPB1	http://www.genome.jp/kegg-bin/show_pathway?hsa05146/hsa:3315%09red/hsa:3909%09red
Toll Like Receptor TLR6:TLR2 Cascade	Reactome	R-HSA-168188	2	95	0.113141800341	0.27240509891	TLR1|ECSIT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168188
MyD88:MAL(TIRAP) cascade initiated on plasma membrane	Reactome	R-HSA-166058	2	95	0.113141800341	0.27240509891	TLR1|ECSIT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166058
Axon guidance	Reactome	R-HSA-422475	6	549	0.113819917096	0.27316780103	NCAN|PSME4|AGRIN|PTPRA|L1CAM|PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-422475
@@Axon guidance	KEGG PATHWAY	hsa04360	2	181	0.295525004949	0.41643025216	RYK|L1CAM	http://www.genome.jp/kegg-bin/show_pathway?hsa04360/hsa:6259%09red/hsa:3897%09red
Hematopoietic cell lineage	KEGG PATHWAY	hsa04640	2	97	0.117001686258	0.278212952801	NEP|FCER2	http://www.genome.jp/kegg-bin/show_pathway?hsa04640/hsa:4311%09red/hsa:2208%09red
Glycerophospholipid metabolism	KEGG PATHWAY	hsa00564	2	97	0.117001686258	0.278212952801	PLPP3|PLB1	http://www.genome.jp/kegg-bin/show_pathway?hsa00564/hsa:151056%09red/hsa:8613%09red
Signal transduction by L1	Reactome	R-HSA-445144	1	20	0.117394089872	0.278212952801	L1CAM	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-445144
TP53 Regulates Transcription of Genes Involved in Cytochrome C Release	Reactome	R-HSA-6803204	1	20	0.117394089872	0.278212952801	AMID	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6803204
Toll Like Receptor 2 (TLR2) Cascade	Reactome	R-HSA-181438	2	98	0.1189440496	0.279310085843	TLR1|ECSIT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-181438
Toll Like Receptor TLR1:TLR2 Cascade	Reactome	R-HSA-168179	2	98	0.1189440496	0.279310085843	TLR1|ECSIT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168179
Focal adhesion	KEGG PATHWAY	hsa04510	3	199	0.118965406933	0.279310085843	COMP|XIAP|LAMA3	http://www.genome.jp/kegg-bin/show_pathway?hsa04510/hsa:1311%09red/hsa:331%09red/hsa:3909%09red
Epstein-Barr virus infection	KEGG PATHWAY	hsa05169	3	201	0.121543967133	0.281784385697	CYC|TBK1|FCER2	http://www.genome.jp/kegg-bin/show_pathway?hsa05169/hsa:29110%09red/hsa:54205%09red/hsa:2208%09red
ZBP1(DAI) mediated induction of type I IFNs	Reactome	R-HSA-1606322	1	21	0.122628390072	0.281784385697	TBK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1606322
Regulation of FZD by ubiquitination	Reactome	R-HSA-4641263	1	21	0.122628390072	0.281784385697	ZNRF3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4641263
Nitric oxide stimulates guanylate cyclase	Reactome	R-HSA-392154	1	21	0.122628390072	0.281784385697	PDE2A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-392154
PKA-mediated phosphorylation of CREB	Reactome	R-HSA-111931	1	21	0.122628390072	0.281784385697	PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111931
Interleukin-37 signaling	Reactome	R-HSA-9008059	1	21	0.122628390072	0.281784385697	TBK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9008059
Cobalamin (Cbl, vitamin B12) transport and metabolism	Reactome	R-HSA-196741	1	21	0.122628390072	0.281784385697	CUBN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-196741
rRNA processing	Reactome	R-HSA-72312	3	203	0.124142995519	0.284400317008	BOP1|SAS10|RRP5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72312
Terpenoid backbone biosynthesis	KEGG PATHWAY	hsa00900	1	22	0.127831780094	0.286768028935	FNTA	http://www.genome.jp/kegg-bin/show_pathway?hsa00900/hsa:2339%09red
Pink/Parkin Mediated Mitophagy	Reactome	R-HSA-5205685	1	22	0.127831780094	0.286768028935	TOM22	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5205685
HS-GAG degradation	Reactome	R-HSA-2024096	1	22	0.127831780094	0.286768028935	AGRIN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2024096
Digestion	Reactome	R-HSA-8935690	1	22	0.127831780094	0.286768028935	MGA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8935690
Transcriptional regulation of pluripotent stem cells	Reactome	R-HSA-452723	1	22	0.127831780094	0.286768028935	HLF	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-452723
Blood group systems biosynthesis	Reactome	R-HSA-9033658	1	22	0.127831780094	0.286768028935	FUT2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9033658
Defects in vitamin and cofactor metabolism	Reactome	R-HSA-3296482	1	22	0.127831780094	0.286768028935	CUBN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3296482
Diseases of metabolism	Reactome	R-HSA-5668914	2	103	0.128773545507	0.288026036697	CUBN|GGT1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5668914
Toll-like receptor signaling pathway	KEGG PATHWAY	hsa04620	2	104	0.130761864311	0.290610861044	TLR1|TBK1	http://www.genome.jp/kegg-bin/show_pathway?hsa04620/hsa:29110%09red/hsa:7096%09red
Positive epigenetic regulation of rRNA expression	Reactome	R-HSA-5250913	2	104	0.130761864311	0.290610861044	TAF1B|TAF1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5250913
Ribosome biogenesis in eukaryotes	KEGG PATHWAY	hsa03008	2	105	0.132757291709	0.290610861044	NVL|XRN1	http://www.genome.jp/kegg-bin/show_pathway?hsa03008/hsa:54464%09red/hsa:4931%09red
NoRC negatively regulates rRNA expression	Reactome	R-HSA-427413	2	105	0.132757291709	0.290610861044	TAF1B|TAF1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-427413
Cargo recognition for clathrin-mediated endocytosis	Reactome	R-HSA-8856825	2	105	0.132757291709	0.290610861044	SYT12|SYT9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8856825
Renin-angiotensin system	KEGG PATHWAY	hsa04614	1	23	0.133004441695	0.290610861044	NEP	http://www.genome.jp/kegg-bin/show_pathway?hsa04614/hsa:4311%09red
Histidine metabolism	KEGG PATHWAY	hsa00340	1	23	0.133004441695	0.290610861044	HDC	http://www.genome.jp/kegg-bin/show_pathway?hsa00340/hsa:3067%09red
Glucagon signaling pathway	KEGG PATHWAY	hsa04922	2	106	0.134759674585	0.293076074744	CATL1|FBP1	http://www.genome.jp/kegg-bin/show_pathway?hsa04922/hsa:2203%09red/hsa:126129%09red
Human immunodeficiency virus 1 infection	KEGG PATHWAY	hsa05170	3	212	0.13608271556	0.293076074744	CYC|DCAF1|TBK1	http://www.genome.jp/kegg-bin/show_pathway?hsa05170/hsa:29110%09red/hsa:54205%09red/hsa:9730%09red
Phospholipid metabolism	Reactome	R-HSA-1483257	3	212	0.13608271556	0.293076074744	ENPP6|MIGA2|PLB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1483257
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	KEGG PATHWAY	hsa00534	1	24	0.138146555565	0.293076074744	EXT2	http://www.genome.jp/kegg-bin/show_pathway?hsa00534/hsa:2132%09red
Diseases associated with the TLR signaling cascade	Reactome	R-HSA-5602358	1	24	0.138146555565	0.293076074744	TLR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5602358
SUMOylation of intracellular receptors	Reactome	R-HSA-4090294	1	24	0.138146555565	0.293076074744	ROR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4090294
Estrogen-dependent nuclear events downstream of ESR-membrane signaling	Reactome	R-HSA-9634638	1	24	0.138146555565	0.293076074744	SRF	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9634638
Triglyceride catabolism	Reactome	R-HSA-163560	1	24	0.138146555565	0.293076074744	FABP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-163560
Diseases of Immune System	Reactome	R-HSA-5260271	1	24	0.138146555565	0.293076074744	TLR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5260271
Negative epigenetic regulation of rRNA expression	Reactome	R-HSA-5250941	2	108	0.138784702061	0.293076074744	TAF1B|TAF1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5250941
Stimuli-sensing channels	Reactome	R-HSA-2672351	2	108	0.138784702061	0.293076074744	CATL|TRPM3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2672351
Interleukin-4 and Interleukin-13 signaling	Reactome	R-HSA-6785807	2	108	0.138784702061	0.293076074744	ROR1|FCER2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6785807
RNA Polymerase I Promoter Clearance	Reactome	R-HSA-73854	2	109	0.140807048136	0.296518463484	TAF1B|TAF1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73854
RNA Polymerase I Transcription	Reactome	R-HSA-73864	2	110	0.142835752614	0.298356131713	TAF1B|TAF1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73864
Signaling by the B Cell Receptor (BCR)	Reactome	R-HSA-983705	2	110	0.142835752614	0.298356131713	PSME4|BCAP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-983705
alpha-Linolenic acid metabolism	KEGG PATHWAY	hsa00592	1	25	0.143258301339	0.298356131713	PLB1	http://www.genome.jp/kegg-bin/show_pathway?hsa00592/hsa:151056%09red
Basigin interactions	Reactome	R-HSA-210991	1	25	0.143258301339	0.298356131713	L1CAM	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-210991
Hedgehog 'off' state	Reactome	R-HSA-5610787	2	112	0.146911656323	0.304741663975	PSME4|PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5610787
WNT ligand biogenesis and trafficking	Reactome	R-HSA-3238698	1	26	0.148339857597	0.304741663975	WLS	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3238698
