##Databases: KEGG PATHWAY, Reactome
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
TP53 Regulates Transcription of DNA Repair Genes	Reactome	R-HSA-6796648	1	65	0.174366358409	0.293222827437	MDC1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6796648
FOXO-mediated transcription	Reactome	R-HSA-9614085	1	65	0.174366358409	0.293222827437	ATX3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9614085
Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	Reactome	R-HSA-1234176	1	65	0.174366358409	0.293222827437	HLF	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1234176
Plasma lipoprotein assembly, remodeling, and clearance	Reactome	R-HSA-174824	1	65	0.174366358409	0.293222827437	ABL	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-174824
RAB geranylgeranylation	Reactome	R-HSA-8873719	1	65	0.174366358409	0.293222827437	RAB23	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8873719
HDR through Homologous Recombination (HRR)	Reactome	R-HSA-5685942	1	67	0.179150380015	0.29902795772	TIP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5685942
RNA Polymerase II Transcription Termination	Reactome	R-HSA-73856	1	67	0.179150380015	0.29902795772	U2AF1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73856
Shigellosis	KEGG PATHWAY	hsa05131	1	68	0.181532076545	0.299181914628	U2AF1	http://www.genome.jp/kegg-bin/show_pathway?hsa05131/hsa:7307%09red
Amphetamine addiction	KEGG PATHWAY	hsa05031	1	68	0.181532076545	0.299181914628	DRD1	http://www.genome.jp/kegg-bin/show_pathway?hsa05031/hsa:1812%09red
SIRT1 negatively regulates rRNA expression	Reactome	R-HSA-427359	1	68	0.181532076545	0.299181914628	TAF1B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-427359
Renal cell carcinoma	KEGG PATHWAY	hsa05211	1	69	0.183906923023	0.299181914628	HLF	http://www.genome.jp/kegg-bin/show_pathway?hsa05211/hsa:2034%09red
Loss of Nlp from mitotic centrosomes	Reactome	R-HSA-380259	1	69	0.183906923023	0.299181914628	CEP63	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-380259
Loss of proteins required for interphase microtubule organization from the centrosome	Reactome	R-HSA-380284	1	69	0.183906923023	0.299181914628	CEP63	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-380284
Circadian Clock	Reactome	R-HSA-400253	1	69	0.183906923023	0.299181914628	ROR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-400253
RIG-I-like receptor signaling pathway	KEGG PATHWAY	hsa04622	1	70	0.186274938976	0.301940244045	TBK1	http://www.genome.jp/kegg-bin/show_pathway?hsa04622/hsa:29110%09red
SUMOylation of DNA damage response and repair proteins	Reactome	R-HSA-3108214	1	71	0.188636143878	0.304667728781	MDC1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3108214
Transport of Mature mRNA derived from an Intron-Containing Transcript	Reactome	R-HSA-159236	1	72	0.190990557144	0.305570206205	U2AF1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-159236
AURKA Activation by TPX2	Reactome	R-HSA-8854518	1	72	0.190990557144	0.305570206205	CEP63	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8854518
Cellular response to hypoxia	Reactome	R-HSA-1234174	1	74	0.19567908617	0.311559963442	HLF	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1234174
Cell death signalling via NRAGE, NRIF and NADE	Reactome	R-HSA-204998	1	76	0.2003406803	0.317855001607	OBSCN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-204998
Signaling by MET	Reactome	R-HSA-6806834	1	77	0.202661424743	0.318732958296	LAMA3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6806834
Protein ubiquitination	Reactome	R-HSA-8852135	1	77	0.202661424743	0.318732958296	PRKDC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8852135
DDX58/IFIH1-mediated induction of interferon-alpha/beta	Reactome	R-HSA-168928	1	78	0.204975492909	0.318732958296	TBK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168928
Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	Reactome	R-HSA-446193	1	78	0.204975492909	0.318732958296	NPL	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-446193
Intracellular signaling by second messengers	Reactome	R-HSA-9006925	2	288	0.205340394342	0.318732958296	NR2E1|AGO2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9006925
Metabolism of carbohydrates	Reactome	R-HSA-71387	2	288	0.205340394342	0.318732958296	EXT2|FUT2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-71387
Cell Cycle Checkpoints	Reactome	R-HSA-69620	2	289	0.206395554261	0.318732958296	MDC1|TIP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69620
RNA degradation	KEGG PATHWAY	hsa03018	1	79	0.207282903836	0.318732958296	XRN1	http://www.genome.jp/kegg-bin/show_pathway?hsa03018/hsa:54464%09red
Complement and coagulation cascades	KEGG PATHWAY	hsa04610	1	79	0.207282903836	0.318732958296	TFPI1	http://www.genome.jp/kegg-bin/show_pathway?hsa04610/hsa:7035%09red
G alpha (12/13) signalling events	Reactome	R-HSA-416482	1	80	0.209583676507	0.319238743634	OBSCN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-416482
DNA Damage/Telomere Stress Induced Senescence	Reactome	R-HSA-2559586	1	80	0.209583676507	0.319238743634	TIP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2559586
Organelle biogenesis and maintenance	Reactome	R-HSA-1852241	2	294	0.211680156349	0.319238743634	CEP63|IFT80	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1852241
Centrosome maturation	Reactome	R-HSA-380287	1	81	0.211877829851	0.319238743634	CEP63	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-380287
Recruitment of mitotic centrosome proteins and complexes	Reactome	R-HSA-380270	1	81	0.211877829851	0.319238743634	CEP63	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-380270
Transport of Mature Transcript to Cytoplasm	Reactome	R-HSA-72202	1	81	0.211877829851	0.319238743634	U2AF1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72202
TP53 Regulates Metabolic Genes	Reactome	R-HSA-5628897	1	82	0.214165382743	0.320534189505	AGO2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5628897
ER-Phagosome pathway	Reactome	R-HSA-1236974	1	82	0.214165382743	0.320534189505	TLR6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1236974
Integrin cell surface interactions	Reactome	R-HSA-216083	1	84	0.21872076241	0.323352369313	COMP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-216083
Global Genome Nucleotide Excision Repair (GG-NER)	Reactome	R-HSA-5696399	1	84	0.21872076241	0.323352369313	NFRKB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5696399
PI Metabolism	Reactome	R-HSA-1483255	1	84	0.21872076241	0.323352369313	ENPP6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1483255
Toll Like Receptor 10 (TLR10) Cascade	Reactome	R-HSA-168142	1	85	0.22098862667	0.323352369313	ECSIT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168142
Toll Like Receptor 5 (TLR5) Cascade	Reactome	R-HSA-168176	1	85	0.22098862667	0.323352369313	ECSIT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168176
MyD88 cascade initiated on plasma membrane	Reactome	R-HSA-975871	1	85	0.22098862667	0.323352369313	ECSIT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-975871
Asparagine N-linked glycosylation	Reactome	R-HSA-446203	2	304	0.22228859833	0.323352369313	COG3|NPL	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-446203
Protein-protein interactions at synapses	Reactome	R-HSA-6794362	1	86	0.22324996545	0.323352369313	SYT9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6794362
Sphingolipid metabolism	Reactome	R-HSA-428157	1	86	0.22324996545	0.323352369313	SUMF2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-428157
Regulation of PLK1 Activity at G2/M Transition	Reactome	R-HSA-2565942	1	86	0.22324996545	0.323352369313	CEP63	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2565942
Gap junction	KEGG PATHWAY	hsa04540	1	88	0.227753140958	0.325046311759	DRD1	http://www.genome.jp/kegg-bin/show_pathway?hsa04540/hsa:1812%09red
B-WICH complex positively regulates rRNA expression	Reactome	R-HSA-5250924	1	89	0.22999501475	0.325046311759	TAF1B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5250924
Salivary secretion	KEGG PATHWAY	hsa04970	1	90	0.232230437188	0.325046311759	DMBT1	http://www.genome.jp/kegg-bin/show_pathway?hsa04970/hsa:1755%09red
Protein digestion and absorption	KEGG PATHWAY	hsa04974	1	90	0.232230437188	0.325046311759	NEP	http://www.genome.jp/kegg-bin/show_pathway?hsa04974/hsa:4311%09red
Cell junction organization	Reactome	R-HSA-446728	1	90	0.232230437188	0.325046311759	LAMA3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-446728
RNA Polymerase I Promoter Escape	Reactome	R-HSA-73772	1	90	0.232230437188	0.325046311759	TAF1B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73772
mRNA surveillance pathway	KEGG PATHWAY	hsa03015	1	91	0.234459426675	0.325046311759	EST1A	http://www.genome.jp/kegg-bin/show_pathway?hsa03015/hsa:23293%09red
Morphine addiction	KEGG PATHWAY	hsa05032	1	91	0.234459426675	0.325046311759	DRD1	http://www.genome.jp/kegg-bin/show_pathway?hsa05032/hsa:1812%09red
Rheumatoid arthritis	KEGG PATHWAY	hsa05323	1	91	0.234459426675	0.325046311759	TIE2	http://www.genome.jp/kegg-bin/show_pathway?hsa05323/hsa:7010%09red
PCP/CE pathway	Reactome	R-HSA-4086400	1	91	0.234459426675	0.325046311759	RYK	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4086400
Regulation of TP53 Activity through Phosphorylation	Reactome	R-HSA-6804756	1	92	0.236682001558	0.325046311759	TIP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6804756
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	Reactome	R-HSA-975138	1	92	0.236682001558	0.325046311759	ECSIT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-975138
IL-17 signaling pathway	KEGG PATHWAY	hsa04657	1	93	0.238898180135	0.325046311759	TBK1	http://www.genome.jp/kegg-bin/show_pathway?hsa04657/hsa:29110%09red
Small cell lung cancer	KEGG PATHWAY	hsa05222	1	93	0.238898180135	0.325046311759	LAMA3	http://www.genome.jp/kegg-bin/show_pathway?hsa05222/hsa:3909%09red
Pre-NOTCH Transcription and Translation	Reactome	R-HSA-1912408	1	93	0.238898180135	0.325046311759	AGO2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1912408
Toll Like Receptor 7/8 (TLR7/8) Cascade	Reactome	R-HSA-168181	1	93	0.238898180135	0.325046311759	ECSIT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168181
Recruitment of NuMA to mitotic centrosomes	Reactome	R-HSA-380320	1	93	0.238898180135	0.325046311759	CEP63	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-380320
Toll Like Receptor 3 (TLR3) Cascade	Reactome	R-HSA-168164	1	93	0.238898180135	0.325046311759	TBK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168164
MyD88 dependent cascade initiated on endosome	Reactome	R-HSA-975155	1	93	0.238898180135	0.325046311759	ECSIT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-975155
RHO GTPase Effectors	Reactome	R-HSA-195258	2	321	0.240415050054	0.326121925904	FMNL3|SRF	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-195258
Metabolism of nucleotides	Reactome	R-HSA-15869	1	95	0.2433114213	0.329056711336	ADK2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-15869
Anchoring of the basal body to the plasma membrane	Reactome	R-HSA-5620912	1	97	0.247699295515	0.331002927638	CEP63	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5620912
VEGFA-VEGFR2 Pathway	Reactome	R-HSA-4420097	1	97	0.247699295515	0.331002927638	HSPB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4420097
p75 NTR receptor-mediated signalling	Reactome	R-HSA-193704	1	97	0.247699295515	0.331002927638	OBSCN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-193704
Toll Like Receptor 9 (TLR9) Cascade	Reactome	R-HSA-168138	1	97	0.247699295515	0.331002927638	ECSIT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168138
TRIF(TICAM1)-mediated TLR4 signaling 	Reactome	R-HSA-937061	1	98	0.249883765213	0.331946185149	TBK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-937061
MyD88-independent TLR4 cascade 	Reactome	R-HSA-166166	1	98	0.249883765213	0.331946185149	TBK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166166
Visual phototransduction	Reactome	R-HSA-2187338	1	100	0.254233859731	0.335738244174	LRP12	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2187338
Respiratory electron transport	Reactome	R-HSA-611105	1	100	0.254233859731	0.335738244174	ECSIT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-611105
UCH proteinases	Reactome	R-HSA-5689603	1	101	0.256399520377	0.33661808377	NFRKB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5689603
COPI-mediated anterograde transport	Reactome	R-HSA-6807878	1	101	0.256399520377	0.33661808377	COG3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6807878
Chagas disease (American trypanosomiasis)	KEGG PATHWAY	hsa05142	1	103	0.260712157628	0.339303648623	TLR6	http://www.genome.jp/kegg-bin/show_pathway?hsa05142/hsa:10333%09red
Transcriptional regulation by small RNAs	Reactome	R-HSA-5578749	1	103	0.260712157628	0.339303648623	AGO2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5578749
Diseases of metabolism	Reactome	R-HSA-5668914	1	103	0.260712157628	0.339303648623	GGT1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5668914
Positive epigenetic regulation of rRNA expression	Reactome	R-HSA-5250913	1	104	0.262859169755	0.341109153815	TAF1B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5250913
NoRC negatively regulates rRNA expression	Reactome	R-HSA-427413	1	105	0.265000001147	0.34191092102	TAF1B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-427413
Cargo recognition for clathrin-mediated endocytosis	Reactome	R-HSA-8856825	1	105	0.265000001147	0.34191092102	SYT9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8856825
Parathyroid hormone synthesis, secretion and action	KEGG PATHWAY	hsa04928	1	106	0.267134669441	0.342484039592	NACA	http://www.genome.jp/kegg-bin/show_pathway?hsa04928/hsa:4666%09red
Signaling by VEGF	Reactome	R-HSA-194138	1	106	0.267134669441	0.342484039592	HSPB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-194138
Hemostasis	Reactome	R-HSA-109582	3	617	0.267732512019	0.342484039592	TIE2|TFPI1|L1CAM	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-109582
Th17 cell differentiation	KEGG PATHWAY	hsa04659	1	107	0.269263192222	0.343463560533	ROR1	http://www.genome.jp/kegg-bin/show_pathway?hsa04659/hsa:6095%09red
Phase II - Conjugation of compounds	Reactome	R-HSA-156580	1	108	0.271385587027	0.34398414631	GGT1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-156580
Negative epigenetic regulation of rRNA expression	Reactome	R-HSA-5250941	1	108	0.271385587027	0.34398414631	TAF1B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5250941
HIF-1 signaling pathway	KEGG PATHWAY	hsa04066	1	109	0.273501871342	0.34398414631	TIE2	http://www.genome.jp/kegg-bin/show_pathway?hsa04066/hsa:7010%09red
RNA Polymerase I Promoter Clearance	Reactome	R-HSA-73854	1	109	0.273501871342	0.34398414631	TAF1B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73854
Pre-NOTCH Expression and Processing	Reactome	R-HSA-1912422	1	109	0.273501871342	0.34398414631	AGO2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1912422
RNA Polymerase I Transcription	Reactome	R-HSA-73864	1	110	0.275612062604	0.3456698774	TAF1B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73864
Nucleotide Excision Repair	Reactome	R-HSA-5696398	1	111	0.277716178202	0.34733861842	NFRKB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5696398
Toxoplasmosis	KEGG PATHWAY	hsa05145	1	113	0.281906251709	0.351599741715	LAMA3	http://www.genome.jp/kegg-bin/show_pathway?hsa05145/hsa:3909%09red
PPARA activates gene expression	Reactome	R-HSA-1989781	1	114	0.283992244149	0.352874811163	ROR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1989781
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	Reactome	R-HSA-975957	1	115	0.286072229985	0.352874811163	EST1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-975957
Nonsense-Mediated Decay (NMD)	Reactome	R-HSA-927802	1	115	0.286072229985	0.352874811163	EST1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-927802
Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	Reactome	R-HSA-400206	1	115	0.286072229985	0.352874811163	ROR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-400206
Metabolism of amino acids and derivatives	Reactome	R-HSA-71291	2	367	0.289681769627	0.355057761353	HGD|GCSP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-71291
Carbon metabolism	KEGG PATHWAY	hsa01200	1	117	0.290214250371	0.355057761353	GCSP	http://www.genome.jp/kegg-bin/show_pathway?hsa01200/hsa:2731%09red
L1CAM interactions	Reactome	R-HSA-373760	1	117	0.290214250371	0.355057761353	L1CAM	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-373760
Yersinia infection	KEGG PATHWAY	hsa05135	1	121	0.298426962967	0.364113332533	TBK1	http://www.genome.jp/kegg-bin/show_pathway?hsa05135/hsa:29110%09red
Lysosome	KEGG PATHWAY	hsa04142	1	123	0.302497925997	0.364132892152	CTSL2	http://www.genome.jp/kegg-bin/show_pathway?hsa04142/hsa:1515%09red
Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	Reactome	R-HSA-163200	1	123	0.302497925997	0.364132892152	ECSIT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-163200
Glycosaminoglycan metabolism	Reactome	R-HSA-1630316	1	123	0.302497925997	0.364132892152	EXT2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1630316
MHC class II antigen presentation	Reactome	R-HSA-2132295	1	123	0.302497925997	0.364132892152	CTSL2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2132295
Host Interactions of HIV factors	Reactome	R-HSA-162909	1	123	0.302497925997	0.364132892152	RCC1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-162909
Cell-Cell communication	Reactome	R-HSA-1500931	1	125	0.306545472789	0.367037112753	LAMA3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1500931
M Phase	Reactome	R-HSA-68886	2	384	0.307840176174	0.367607018889	CEP63|NEK7	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68886
Dopaminergic synapse	KEGG PATHWAY	hsa04728	1	131	0.31854894702	0.379385881198	DRD1	http://www.genome.jp/kegg-bin/show_pathway?hsa04728/hsa:1812%09red
Mitotic Prophase	Reactome	R-HSA-68875	1	134	0.324473219364	0.38541924734	NEK7	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68875
Apoptosis	KEGG PATHWAY	hsa04210	1	136	0.328394343124	0.38802384227	CTSL2	http://www.genome.jp/kegg-bin/show_pathway?hsa04210/hsa:1515%09red
Late Phase of HIV Life Cycle	Reactome	R-HSA-162599	1	136	0.328394343124	0.38802384227	RCC1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-162599
Ubiquitin mediated proteolysis	KEGG PATHWAY	hsa04120	1	137	0.33034643626	0.389305905199	UBE3C	http://www.genome.jp/kegg-bin/show_pathway?hsa04120/hsa:9690%09red
Measles	KEGG PATHWAY	hsa05162	1	138	0.332292905058	0.38955486781	TBK1	http://www.genome.jp/kegg-bin/show_pathway?hsa05162/hsa:29110%09red
Interleukin-1 family signaling	Reactome	R-HSA-446652	1	138	0.332292905058	0.38955486781	TBK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-446652
Parkinson disease	KEGG PATHWAY	hsa05012	1	142	0.340022857428	0.397578809857	DRD1	http://www.genome.jp/kegg-bin/show_pathway?hsa05012/hsa:1812%09red
Diseases of glycosylation	Reactome	R-HSA-3781865	1	143	0.341941444557	0.398783658717	EXT2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3781865
Clathrin-mediated endocytosis	Reactome	R-HSA-8856828	1	145	0.345762048666	0.401750916056	SYT9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8856828
Cell adhesion molecules (CAMs)	KEGG PATHWAY	hsa04514	1	146	0.347664097183	0.401750916056	L1CAM	http://www.genome.jp/kegg-bin/show_pathway?hsa04514/hsa:3897%09red
Epigenetic regulation of gene expression	Reactome	R-HSA-212165	1	146	0.347664097183	0.401750916056	TAF1B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-212165
Cellular responses to stress	Reactome	R-HSA-2262752	2	422	0.348064824824	0.401750916056	HLF|TIP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2262752
HIV Life Cycle	Reactome	R-HSA-162587	1	149	0.353337416871	0.40679102609	RCC1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-162587
Hippo signaling pathway	KEGG PATHWAY	hsa04390	1	154	0.362684464271	0.415421746065	LATS1	http://www.genome.jp/kegg-bin/show_pathway?hsa04390/hsa:9113%09red
ER to Golgi Anterograde Transport	Reactome	R-HSA-199977	1	154	0.362684464271	0.415421746065	COG3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-199977
Hepatitis C	KEGG PATHWAY	hsa05160	1	155	0.364537740068	0.416482049085	TBK1	http://www.genome.jp/kegg-bin/show_pathway?hsa05160/hsa:29110%09red
Regulation of TP53 Activity	Reactome	R-HSA-5633007	1	159	0.371897574881	0.423812210968	TIP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5633007
Wnt signaling pathway	KEGG PATHWAY	hsa04310	1	160	0.37372429248	0.424815714744	RYK	http://www.genome.jp/kegg-bin/show_pathway?hsa04310/hsa:6259%09red
Hepatitis B	KEGG PATHWAY	hsa05161	1	163	0.379172908251	0.429920797486	TBK1	http://www.genome.jp/kegg-bin/show_pathway?hsa05161/hsa:29110%09red
RNA transport	KEGG PATHWAY	hsa03013	1	165	0.382779187854	0.431828782277	XPO5	http://www.genome.jp/kegg-bin/show_pathway?hsa03013/hsa:57510%09red
Protein processing in endoplasmic reticulum	KEGG PATHWAY	hsa04141	1	165	0.382779187854	0.431828782277	ATX3	http://www.genome.jp/kegg-bin/show_pathway?hsa04141/hsa:4287%09red
Signaling by Receptor Tyrosine Kinases	Reactome	R-HSA-9006934	2	458	0.385456654532	0.432612845753	LAMA3|HSPB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9006934
cGMP-PKG signaling pathway	KEGG PATHWAY	hsa04022	1	167	0.386364701887	0.432612845753	SRF	http://www.genome.jp/kegg-bin/show_pathway?hsa04022/hsa:6722%09red
Influenza A	KEGG PATHWAY	hsa05164	1	167	0.386364701887	0.432612845753	TBK1	http://www.genome.jp/kegg-bin/show_pathway?hsa05164/hsa:29110%09red
Alzheimer disease	KEGG PATHWAY	hsa05010	1	171	0.39347390665	0.43947707484	NEP	http://www.genome.jp/kegg-bin/show_pathway?hsa05010/hsa:4311%09red
The citric acid (TCA) cycle and respiratory electron transport	Reactome	R-HSA-1428517	1	173	0.396997832411	0.442312721471	ECSIT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1428517
Tuberculosis	KEGG PATHWAY	hsa05152	1	179	0.407448299484	0.452832392248	TLR6	http://www.genome.jp/kegg-bin/show_pathway?hsa05152/hsa:10333%09red
Alcoholism	KEGG PATHWAY	hsa05034	1	180	0.409172504238	0.453625813341	DRD1	http://www.genome.jp/kegg-bin/show_pathway?hsa05034/hsa:1812%09red
mRNA Splicing - Major Pathway	Reactome	R-HSA-72163	1	183	0.414315336119	0.45707023567	U2AF1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72163
Major pathway of rRNA processing in the nucleolus and cytosol	Reactome	R-HSA-6791226	1	183	0.414315336119	0.45707023567	RRP5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6791226
Transport to the Golgi and subsequent modification	Reactome	R-HSA-948021	1	185	0.417719213732	0.459309249975	COG3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-948021
